1591760410	1502040765360	1000	0.05	1311	6300				4.374	-2.3876	7346.64	2381.4	75245.67	74245.67	84973.71	0.8737	99.48	746.34			0.6424	-1.3734	0	5.5677	5.5677	90	8.22	0.99	-1	
1591760458	1602510362130	1000	0.05	1299	6300		4.11	-0.16			11762.4	2381.4	65859.3	64859.3	80003.1	0.81	99.43	652.3	0.126	-0.63					4.30	-10.56	7.44	0.983	-1	
1591760507	160251021-9516	1000	0.05	1178	6300		4.48	-0.2	4.48	-2.45	13607.73	2381.4	70928.8	69928.8	86917.93	0.8	99.43	703.29	0.126	-0.63	0.65	-75.74			4.68	-10.21	8.106	0.98	-1	
1591760531	1702040505068	6	0.05	1311	6300		4.20	-0.16	4.21	-2.30	9670	2380	69700	68700	81750	0.84	99.5	690.4	0.126	0.63	0.642	78.69	4.326	0.47	4.35	6.20	4.35	0.99	1	
1591760576	1702040963929	1000	0.05	1216	6300		4.45	0.18	4.46	2.43	11696	2381	72564	71564	866410	0.825	99.5	719.2	12.5	62.37	63.63	78.6	16.95	62.19	65.15	-74.92	112.8	0.260	-1	I10 =	 12.5  +	j* 62.37  A	 ya da    	büyüklük	∠açı I10 =	 63.63 A	∠ 78.6 derece	  Primer akımı:    	reel   +	j*sanal I1 =	 16.95  +	j* 62.19  A	 ve    	büyüklük	∠açı I1 =	 65.15 A	∠ -74.92 
1591760757	1502040729028	1000	0.05	1330	6300		4.328	-0.178	4.332	-2.364	6924	2381	74877	73877	84182	0.87	99.48	742.63	0.125	-0.629			4.453	-0.807	4.525	-46.4	6.612	0.689	-1	STATOR ÜÇGEN BAĞLI OLDUĞU İÇİN I1 in REEL KISMINI KÖK 3 E BÖLDÜM
1591760811	1602040677721	1000	0.05	1159	6300		4.874	-0.22			9287.6	2381.4	82802	81802	94471	0.8658	99.5	822.13			0.642	-78.68	5	0.41	5.016	4.68	8.687	0.99	1	
1591760947	4595	1000	0.05	1368	6300		3.7675	-0.13536	3.771	-2.057	12883.71	2381.4	58360.68	57360.68	73625.79	0.779	99.5	576.48	504000		504000		504003.7675	-0.1353	504003.7675	-0.00001538	504003.7675	1	-1	
1591760953	1702510128561	1000	0.05	1159	6300		23.93	5.701	24.6	13.54	452054.52	2381.4	2104141.32	2103.141	2558.576	82	99.5	21.15	2.051	1.091					26.386	10.061	26.386	0.985	-1	
1591761027	1702040826673	1000	0.05	1311	6300		4.1628	0.1650			10413.83	2381.4	68262.67	67262.67	81057.9	0.8298	99.433	676.46	0.126	0.63			4.2888	0.795	4.3618	10.50	7.5548	0.983	-1	akımlar için sanal kısım ve açılar negatif olacak
1591761052	1702040722813	1000	0.05	1444	6300		3,78	-0.137	3.76	-2.086	8567.4	2381.4	61244	60244	71192.8	0.85	99.5	605.47	0.126	-0.63	0.64	-78.6	3.906	-0.767	3.97				0	
1591761075	1702040468211	1000	0.05	1216	6300		4.52	-0.20	4.53	-2.47	10650	2381.4	74860	73860	87891	84.03	99.48	742.5	125.91	-630.14	642.6	-78.7	130.43	-630.34	643.69	78.30	1115	0.202	-1	
1591761076	1502040729028	1000	0.05	1330	6300		4.328	-0.178	4.332	-2.364	6924	2381	74877	73877	84182	0.87	99.48	742.63	0.125	-0.629	0.642	-78.69	4.453	-0.807	4.525	-46.4	2.612	0.689	-1	STATOR ÜÇGEN BAĞLI OLDUĞU İÇİN I1 in REEL KISMINI KÖK 3 E BÖLDÜM
1591761237	1602510542281	1000	0.05	1197	6300		4.395	0.184			13.5824	2.3814	69.4791	68.4791	85.4429	80.1461	99.4333	688.694											0	
1591761326	1702040525355	1000	0.05	1349	6300				4.1	-2.23	555	22.68	1659	659	2236	0.29	99.5	6.62			7180	0			7184.1	-2.23	7184.1	0.99	-1	
1591761327	1702040414346	1000	0,052	1239,69	6300+j0		4,45	-0,189	4,45	-2,43	10336,905	2381,																	0	
1591761357	1702040963929	1000	0.05	1216	6300		4.45	0.18	4.46	2.43	11696	2381	72564	71564	86641	0.825	99.5	719.2	12.5	62.37	63.63	78.6	16.95	62.91	65.15	74.92	112.8	0.260	-1	Hocam burada cevaplar da I2', I10 , I1 akım değerlerinin sanal ve açı kısımlarını hepsinde eksi değer olarak buldum ancak kutulara özel karakter girmeyiniz sadece sayı giriniz dediğiniz için cevapları eksi işaretiyle yazmadım. Saygılarımla
1591761427	1702040049116	1000	0.05	1178	6300				4.77	-2.60	9624.47	2381.4	80408.74	79408.74	92414.61	85.92	99.48	798.23			642.474	-78.7	130.73	-630.19	643.61	-78.28	1114.76	0.203	-1	
1591761446	1702040246492	1000	0,05	1178	6300				1,6408	-69,6535	772,8168	2381,4	9514,3219	-1581,605	-7561,4525	0,21													0	
1591761536	1702510529091	1000	0.05	1159	6300		1427	60	1427	60	804	0.378																	0	hocam şehir dışında olduğumdan yanımda bu işlemleri yapabilecek bir hesap makinası yok o yüzden hesapları devam ettiremedim lütfen değerlendirirken biraz yardımcı olunuz
1591761625	1702510741554	1000	0.05	114	6300		15.181	60	61.89	75.8	55886	2381	21166	20660	79427	0.26	99.5	0.207	1.4175	-0.63			13.76	59.37	60.944	76.9	105.558	0.241	1	I2 de işlem hatası yapmışım hocam birde en sonda ucgen old için: giriş güç faktörünü de noktasız hesap edince ufak fark olmuş (kosinus)bilginize hocam...
1591761625	1702040703932	1000	0,05	1178	6300				4,61	-2,52	119220	23814	75105	75105	110841	0,669	95												0	P=6
1591761627	1702040414346	1000	0,052	1239,69	6300+j0		4,45	-0,189	4,45	-2,43	10336,905	2381,4	91299305,22	91298305,22	91312023,53	0,9998	99,48		0,126	-0,63	0,642	-78,69	4,648	-0,819	4,648	-10,14		0,984	-1	
1591761647	1702510189226	1000	0,05	1349	6300		3,90	-0,145	3,90	-2.13	4000	2381	61555	60555	67936	89,1	99,5	608	0,126	-0,630	0,643	-78.69	4,026	-0,485	4,1	-6.87	4,1	0,99	-1	
1591761814	1702510325670	1000	0,05	1406	6300		3,75	-0,13	3,75	-2,04	11433	2381	59315	58315	73130	0,79	99,48	586,2											0	
1591761858	1702510774950	1000	0.05	1387	6300	0			12	-10.14	13177	0.092	6071000	6070000	19247	0.25	99.4	540			0.032	-48			12.032	-48	12.032	0.67	-1	
1591761866	1702040099882	1000	0.05	1311	6300	0	4.3	-0.17	4.3	-2.26	8431	2381	72721	71721	83533	85		720.9	0.126	-0.63	0.64	-78.7	4.426	-0.8	4.5	-10.24	4.5	0.98	-1	
1591762011	1602040434992	1000	0.005	1.18	6300																								0	Kağıtta formülleri ve bilgileri koydum fakat hesap makinam kırıkkale'de kaldığı için fazör dönüşümü yapamadım hocam. Kağıdıma bakıldığında görülüyor. Saygılar
1591762041	1502510516231	1000	0.05	1292	6300				4.16	-2.27	11420	23810	67070	66070	102300	0.64	99.5	664											0	
1591762151	1602510454968																												0	
1591762365	1702040306465	1000	0.05	1.311	6300		31.62	10.53	33.33	-18.43	506000	2381	2950	1950	5837	0.33	99.48	19.60	0.126	0.63	0.64	-78.16							0	
